Matrix,Analyte,Conc Range,Method,Unit,Type,Source,Mean,Mean_gg,sd,sd_gg,log_mean,log_sd,H_sd,log_H_sd
PDR_MPC,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.06,0,0.004,4.00E-10,-7.22184875,-9.397940009,0.0147,-1.833822205
PDR_FCMP,Bismuth,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.06,0,0.003,3.00E-10,-7.22184875,-9.522878745,0.0147,-1.833822205
VEGETABLE,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.06,0,0.003,3.00E-10,-7.22184875,-9.522878745,0.0147,-1.833822205
PACK_MEALS,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.06,0,0.003,3.00E-10,-7.22184875,-9.522878745,0.0147,-1.833822205
PDR_MISC,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.06,0,0.002,2.00E-10,-7.22184875,-9.698970004,0.0147,-1.833822205
CHEESE,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.06,0,0.002,2.00E-10,-7.22184875,-9.698970004,0.0147,-1.833822205
MISC_PROD,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.06,0,0.002,2.00E-10,-7.22184875,-9.698970004,0.0147,-1.833822205
NUTS,Cobalt,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.06,0,0.001,1.00E-10,-7.22184875,-10,0.0147,-1.833822205
HERB_SPICE,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.017,1.70E-09,-7.15490196,-8.769551079,0.0167,-1.776951911
SRM Matrix,Cadmium,,ICPM01,MG_P_KG,Interim Precision,SRM45D_MW,0.07,0,0.012,1.20E-09,-7.15490196,-8.920818754,0.0167,-1.776951911
PDR_MPC,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.009,9.00E-10,-7.15490196,-9.045757491,0.0167,-1.776951911
SAUCES,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.008,8.00E-10,-7.15490196,-9.096910013,0.0167,-1.776951911
PDR_MILK,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.006,6.00E-10,-7.15490196,-9.22184875,0.0167,-1.776951911
LIQ_MILK,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.006,6.00E-10,-7.15490196,-9.22184875,0.0167,-1.776951911
MISC_FOOD,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.005,5.00E-10,-7.15490196,-9.301029996,0.0167,-1.776951911
CHEESE,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.005,5.00E-10,-7.15490196,-9.301029996,0.0167,-1.776951911
PDR_SMP,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.005,5.00E-10,-7.15490196,-9.301029996,0.0167,-1.776951911
SAUCES,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.005,5.00E-10,-7.15490196,-9.301029996,0.0167,-1.776951911
BUTTER,Vitamin D,,VITD01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.005,5.00E-10,-7.15490196,-9.301029996,0.0167,-1.776951911
PDR_CHEESE,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.004,4.00E-10,-7.15490196,-9.397940009,0.0167,-1.776951911
MISC_DAIRY,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.004,4.00E-10,-7.15490196,-9.397940009,0.0167,-1.776951911
PDR_LACT,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.004,4.00E-10,-7.15490196,-9.397940009,0.0167,-1.776951911
PDR_WHEY,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.004,4.00E-10,-7.15490196,-9.397940009,0.0167,-1.776951911
WATER,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.003,3.00E-10,-7.15490196,-9.522878745,0.0167,-1.776951911
PET_FOOD,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.003,3.00E-10,-7.15490196,-9.522878745,0.0167,-1.776951911
FISH,Arsenic,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.002,2.00E-10,-7.15490196,-9.698970004,0.0167,-1.776951911
PET_FOOD,Cobalt,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.002,2.00E-10,-7.15490196,-9.698970004,0.0167,-1.776951911
CONFECTION,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.002,2.00E-10,-7.15490196,-9.698970004,0.0167,-1.776951911
FLAV_COLOR,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.07,0,0.001,1.00E-10,-7.15490196,-10,0.0167,-1.776951911
CHEESE,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.001,1.00E-10,-7.15490196,-10,0.0167,-1.776951911
PDR_WHPROT,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.001,1.00E-10,-7.15490196,-10,0.0167,-1.776951911
SAUCES,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.07,0,0.001,1.00E-10,-7.15490196,-10,0.0167,-1.776951911
SRM Matrix,Tin,,ICPM01,MG_P_KG,Interim Precision,SRM45D_MW,0.08,0,0.022,2.20E-09,-7.096910013,-8.657577319,0.0187,-1.727688622
PDR_SMP,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.017,1.70E-09,-7.096910013,-8.769551079,0.0187,-1.727688622
SRM Matrix,Cadmium,,ICPM01,MG_P_KG,Interim Precision,SRM45D_CL,0.08,0,0.01,0.000000001,-7.096910013,-9,0.0187,-1.727688622
PDR_WPC,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.009,9.00E-10,-7.096910013,-9.045757491,0.0187,-1.727688622
SAUCES,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.008,8.00E-10,-7.096910013,-9.096910013,0.0187,-1.727688622
MISC_FOOD,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.08,0,0.008,8.00E-10,-7.096910013,-9.096910013,0.0187,-1.727688622
NUTS,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.007,7.00E-10,-7.096910013,-9.15490196,0.0187,-1.727688622
FISH,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.08,0,0.007,7.00E-10,-7.096910013,-9.15490196,0.0187,-1.727688622
PDR_WHPROT,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.006,6.00E-10,-7.096910013,-9.22184875,0.0187,-1.727688622
PDR_MISC,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.08,0,0.005,5.00E-10,-7.096910013,-9.301029996,0.0187,-1.727688622
PDR_FCMP,Bismuth,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.08,0,0.004,4.00E-10,-7.096910013,-9.397940009,0.0187,-1.727688622
HERB_SPICE,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.08,0,0.004,4.00E-10,-7.096910013,-9.397940009,0.0187,-1.727688622
SAUCES,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.002,2.00E-10,-7.096910013,-9.698970004,0.0187,-1.727688622
PDR_WHPROT,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.08,0,0.002,2.00E-10,-7.096910013,-9.698970004,0.0187,-1.727688622
CEREAL_PRD,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.08,0,0.002,2.00E-10,-7.096910013,-9.698970004,0.0187,-1.727688622
PDR_WHEY,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.09,0,0.03,0.000000003,-7.045757491,-8.522878745,0.0207,-1.684235321
MISC_DAIRY,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.09,0,0.025,2.50E-09,-7.045757491,-8.602059991,0.0207,-1.684235321
PDR_INFANT,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.09,0,0.015,1.50E-09,-7.045757491,-8.823908741,0.0207,-1.684235321
LIQ_MILK,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,0.09,0,0.009,9.00E-10,-7.045757491,-9.045757491,0.0207,-1.684235321
MISC_FOOD,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.09,0,0.007,7.00E-10,-7.045757491,-9.15490196,0.0207,-1.684235321
PDR_BLEND,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.006,6.00E-10,-7.045757491,-9.22184875,0.0207,-1.684235321
PDR_WHEY,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.09,0,0.005,5.00E-10,-7.045757491,-9.301029996,0.0207,-1.684235321
NUTS,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.005,5.00E-10,-7.045757491,-9.301029996,0.0207,-1.684235321
MEAT_BONE,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.005,5.00E-10,-7.045757491,-9.301029996,0.0207,-1.684235321
PDR_WPC,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.004,4.00E-10,-7.045757491,-9.397940009,0.0207,-1.684235321
MISC_PROD,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.004,4.00E-10,-7.045757491,-9.397940009,0.0207,-1.684235321
MISC_FOOD,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.002,2.00E-10,-7.045757491,-9.698970004,0.0207,-1.684235321
MISC_PDR,Arsenic,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.001,1.00E-10,-7.045757491,-10,0.0207,-1.684235321
PDR_MPC,Bismuth,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.001,1.00E-10,-7.045757491,-10,0.0207,-1.684235321
MISC_PDR,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.09,0,0.001,1.00E-10,-7.045757491,-10,0.0207,-1.684235321
PDR_FCMP,Vitamin D,,VITD01,MG_P_KG,Interim Precision,Replicates,0.1,0,0.014,1.40E-09,-7,-8.853871964,0.0226,-1.64536502
PDR_INFANT,Vitamin D,,VITD01,MG_P_KG,Interim Precision,Replicates,0.1,0,0.009,9.00E-10,-7,-9.045757491,0.0226,-1.64536502
SRM Matrix,Vitamin D,,VITD01,MG_P_KG,Interim Precision,IRM001,0.1,0,0.006,6.00E-10,-7,-9.22184875,0.0226,-1.64536502
PDR_INFANT,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.1,0,0.005,5.00E-10,-7,-9.301029996,0.0226,-1.64536502
MEAT_BONE,Cobalt,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.1,0,0.004,4.00E-10,-7,-9.397940009,0.0226,-1.64536502
PDR_INFANT,Vitamin D,,VITD01,MG_P_KG,Repeatability,Duplicates,0.1,0,0.003,3.00E-10,-7,-9.522878745,0.0226,-1.64536502
MISC_DAIRY,Selenium,,ICPM02,MG_P_KG,Interim Precision,Replicates,0.1,0,0.002,2.00E-10,-7,-9.698970004,0.0226,-1.64536502
SRM Matrix,Tin,,ICPM01,MG_P_KG,Interim Precision,SRM45D_CL,0.11,0,0.062,6.20E-09,-6.958607315,-8.207608311,0.0245,-1.610202554
NUTS,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.11,0,0.034,3.40E-09,-6.958607315,-8.468521083,0.0245,-1.610202554
CEREAL_PRD,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.11,0,0.016,1.60E-09,-6.958607315,-8.795880017,0.0245,-1.610202554
MISC_PROD,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.11,0,0.008,8.00E-10,-6.958607315,-9.096910013,0.0245,-1.610202554
SRM Matrix,Vitamin D,,VITD01,MG_P_KG,Interim Precision,IRM001A,0.11,0,0.008,8.00E-10,-6.958607315,-9.096910013,0.0245,-1.610202554
MISC_PROD,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.11,0,0.005,5.00E-10,-6.958607315,-9.301029996,0.0245,-1.610202554
PDR_FCMP,Vitamin D,,VITD01,MG_P_KG,Repeatability,Duplicates,0.11,0,0.005,5.00E-10,-6.958607315,-9.301029996,0.0245,-1.610202554
HERB_SPICE,Lead,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.11,0,0.002,2.00E-10,-6.958607315,-9.698970004,0.0245,-1.610202554
PACK_MEALS,Lead,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.11,0,0.002,2.00E-10,-6.958607315,-9.698970004,0.0245,-1.610202554
CHEMICAL,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.11,0,0.001,1.00E-10,-6.958607315,-10,0.0245,-1.610202554
CEREAL_PRD,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.12,0,0.033,3.30E-09,-6.920818754,-8.48148606,0.0264,-1.578101739
CONFECTION,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.12,0,0.009,9.00E-10,-6.920818754,-9.045757491,0.0264,-1.578101739
FLAV_COLOR,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.12,0,0.008,8.00E-10,-6.920818754,-9.096910013,0.0264,-1.578101739
VEGETABLE,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.12,0,0.007,7.00E-10,-6.920818754,-9.15490196,0.0264,-1.578101739
CHEMICAL,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.12,0,0.007,7.00E-10,-6.920818754,-9.15490196,0.0264,-1.578101739
CONFECTION,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.12,0,0.006,6.00E-10,-6.920818754,-9.22184875,0.0264,-1.578101739
SRM Matrix,Mercury,,ICPM03,MG_P_KG,Interim Precision,SRM46D,0.12,0,0.006,6.00E-10,-6.920818754,-9.22184875,0.0264,-1.578101739
PDR_WHPROT,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.12,0,0.005,5.00E-10,-6.920818754,-9.301029996,0.0264,-1.578101739
LIQ_MILK,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.12,0,0.004,4.00E-10,-6.920818754,-9.397940009,0.0264,-1.578101739
PDR_MPC,Bismuth,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.12,0,0.003,3.00E-10,-6.920818754,-9.522878745,0.0264,-1.578101739
MISC_PROD,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.12,0,0.003,3.00E-10,-6.920818754,-9.522878745,0.0264,-1.578101739
PET_FOOD,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.13,0,0.014,1.40E-09,-6.886056648,-8.853871964,0.0283,-1.548571851
MISC_DAIRY,Vitamin D,,VITD01,MG_P_KG,Interim Precision,Replicates,0.13,0,0.012,1.20E-09,-6.886056648,-8.920818754,0.0283,-1.548571851
FLAV_COLOR,Lead,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.13,0,0.007,7.00E-10,-6.886056648,-9.15490196,0.0283,-1.548571851
MISC_PDR,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.13,0,0.007,7.00E-10,-6.886056648,-9.15490196,0.0283,-1.548571851
PDR_SMP,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.13,0,0.002,2.00E-10,-6.886056648,-9.698970004,0.0283,-1.548571851
FATS_OILS,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.13,0,0.002,2.00E-10,-6.886056648,-9.698970004,0.0283,-1.548571851
PET_FOOD,Arsenic,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.13,0,0.001,1.00E-10,-6.886056648,-10,0.0283,-1.548571851
FLAV_COLOR,Lead,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.13,0,0.001,1.00E-10,-6.886056648,-10,0.0283,-1.548571851
FLAV_COLOR,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.14,0,0.032,3.20E-09,-6.853871964,-8.494850022,0.0301,-1.521231445
SAUCES,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.14,0,0.008,8.00E-10,-6.853871964,-9.096910013,0.0301,-1.521231445
SRM Matrix,Arsenic,,ICPM01,MG_P_KG,Interim Precision,SRM45D_CL,0.14,0,0.007,7.00E-10,-6.853871964,-9.15490196,0.0301,-1.521231445
SRM Matrix,Arsenic,,ICPM01,MG_P_KG,Interim Precision,SRM45D_MW,0.14,0,0.007,7.00E-10,-6.853871964,-9.15490196,0.0301,-1.521231445
PDR_WHPROT,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.14,0,0.007,7.00E-10,-6.853871964,-9.15490196,0.0301,-1.521231445
PDR_WHPROT,Cobalt,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.14,0,0.005,5.00E-10,-6.853871964,-9.301029996,0.0301,-1.521231445
SAUCES,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.14,0,0.005,5.00E-10,-6.853871964,-9.301029996,0.0301,-1.521231445
SRM Matrix,Selenium,,ICPM02,MG_P_KG,Interim Precision,IRM001A_CL,0.14,0,0.005,5.00E-10,-6.853871964,-9.301029996,0.0301,-1.521231445
FLAV_COLOR,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.14,0,0.003,3.00E-10,-6.853871964,-9.522878745,0.0301,-1.521231445
PDR_MILK,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.14,0,0.002,2.00E-10,-6.853871964,-9.698970004,0.0301,-1.521231445
PDR_FCMP,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.14,0,0.002,2.00E-10,-6.853871964,-9.698970004,0.0301,-1.521231445
SRM Matrix,Selenium,,ICPM02,MG_P_KG,Interim Precision,IRM001A_MW,0.141881667,0,0.005,5.00E-10,-6.848073718,-9.301029996,0.0305,-1.516305921
BEVERAGES,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,0.15,0,0.012,1.20E-09,-6.823908741,-8.920818754,0.0319,-1.495778136
MISC_PDR,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.15,0,0.007,7.00E-10,-6.823908741,-9.15490196,0.0319,-1.495778136
PET_FOOD,Arsenic,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.15,0,0.005,5.00E-10,-6.823908741,-9.301029996,0.0319,-1.495778136
HERB_SPICE,Cobalt,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.15,0,0.004,4.00E-10,-6.823908741,-9.397940009,0.0319,-1.495778136
FISH,Mercury,,ICPM03,MG_P_KG,Repeatability,Duplicates,0.15,0,0.003,3.00E-10,-6.823908741,-9.522878745,0.0319,-1.495778136
PDR_INFANT,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.15,0,0.002,2.00E-10,-6.823908741,-9.698970004,0.0319,-1.495778136
PDR_MISC,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.15,0,0.001,1.00E-10,-6.823908741,-10,0.0319,-1.495778136
PDR_WHEY,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.158201074,0,0.002,2.00E-10,-6.800790572,-9.698970004,0.0334,-1.476139599
PDR_WHPROT,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,0.15879156,0,0.031,3.10E-09,-6.799172585,-8.508638306,0.0335,-1.474765142
MEAT_BONE,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.16,0,0.013,1.30E-09,-6.795880017,-8.886056648,0.0337,-1.471968156
MISC_PROD,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.16,0,0.008,8.00E-10,-6.795880017,-9.096910013,0.0337,-1.471968156
PET_FOOD,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.16,0,0.007,7.00E-10,-6.795880017,-9.15490196,0.0337,-1.471968156
MISC_PDR,Lead,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.16,0,0.001,1.00E-10,-6.795880017,-10,0.0337,-1.471968156
MISC_DAIRY,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.16,0,0.001,1.00E-10,-6.795880017,-10,0.0337,-1.471968156
MEAT_BONE,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.17,0,0.026,2.60E-09,-6.769551079,-8.585026652,0.0355,-1.449602117
BUTTER,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.17,0,0.018,1.80E-09,-6.769551079,-8.744727495,0.0355,-1.449602117
FISH,Mercury,,ICPM03,MG_P_KG,Interim Precision,Replicates,0.17,0,0.01,0.000000001,-6.769551079,-9,0.0355,-1.449602117
CHEMICAL,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.17,0,0.005,5.00E-10,-6.769551079,-9.301029996,0.0355,-1.449602117
PDR_LACT,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.18,0,0.03,0.000000003,-6.744727495,-8.522878745,0.0373,-1.428514855
MISC_FOOD,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.18,0,0.006,6.00E-10,-6.744727495,-9.22184875,0.0373,-1.428514855
PDR_INFANT,Selenium,,ICPM02,MG_P_KG,Interim Precision,Replicates,0.18,0,0.006,6.00E-10,-6.744727495,-9.22184875,0.0373,-1.428514855
MISC_PROD,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.18,0,0.003,3.00E-10,-6.744727495,-9.522878745,0.0373,-1.428514855
PDR_MISC,Selenium,,ICPM02,MG_P_KG,Interim Precision,Replicates,0.19,0,0.042,4.20E-09,-6.721246399,-8.37675071,0.0390,-1.408568016
AMF,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.19,0,0.021,2.10E-09,-6.721246399,-8.677780705,0.0390,-1.408568016
CEREAL_PRD,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.19,0,0.015,1.50E-09,-6.721246399,-8.823908741,0.0390,-1.408568016
HERB_SPICE,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.19,0,0.009,9.00E-10,-6.721246399,-9.045757491,0.0390,-1.408568016
HERB_SPICE,Arsenic,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.19,0,0.004,4.00E-10,-6.721246399,-9.397940009,0.0390,-1.408568016
PDR_WPC,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.19,0,0.002,2.00E-10,-6.721246399,-9.698970004,0.0390,-1.408568016
CHEMICAL,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.2,0,0.02,0.000000002,-6.698970004,-8.698970004,0.0408,-1.389644553
MISC_PDR,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.2,0,0.011,1.10E-09,-6.698970004,-8.958607315,0.0408,-1.389644553
MISC_PROD,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.2,0,0.002,2.00E-10,-6.698970004,-9.698970004,0.0408,-1.389644553
PACK_MEALS,Tin,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.21,0,0.053,5.30E-09,-6.677780705,-8.27572413,0.0425,-1.371644561
MISC_PDR,Cobalt,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.21,0,0.032,3.20E-09,-6.677780705,-8.494850022,0.0425,-1.371644561
SRM Matrix,Cobalt,,ICPM01,MG_P_KG,Interim Precision,SRM45D_CL,0.21,0,0.024,2.40E-09,-6.677780705,-8.619788758,0.0425,-1.371644561
PACK_MEALS,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.21,0,0.011,1.10E-09,-6.677780705,-8.958607315,0.0425,-1.371644561
LIQ_MILK,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,0.22,0,0.017,1.70E-09,-6.657577319,-8.769551079,0.0442,-1.354482088
HERB_SPICE,Lead,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.22,0,0.012,1.20E-09,-6.657577319,-8.920818754,0.0442,-1.354482088
PDR_INFANT,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.22,0,0.005,5.00E-10,-6.657577319,-9.301029996,0.0442,-1.354482088
MISC_DAIRY,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.22,0,0.002,2.00E-10,-6.657577319,-9.698970004,0.0442,-1.354482088
PDR_WHEY,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.22,0,0.002,2.00E-10,-6.657577319,-9.698970004,0.0442,-1.354482088
PDR_MISC,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.22,0,0.002,2.00E-10,-6.657577319,-9.698970004,0.0442,-1.354482088
SRM Matrix,Antimony,,ICPM01,MG_P_KG,Interim Precision,SRM45D_MW,0.23,0,0.036,3.60E-09,-6.638272164,-8.443697499,0.0459,-1.338082648
FATS_OILS,Tin,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.23,0,0.031,3.10E-09,-6.638272164,-8.508638306,0.0459,-1.338082648
SRM Matrix,Cobalt,,ICPM01,MG_P_KG,Interim Precision,SRM45D_MW,0.23,0,0.024,2.40E-09,-6.638272164,-8.619788758,0.0459,-1.338082648
HERB_SPICE,Arsenic,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.23,0,0.013,1.30E-09,-6.638272164,-8.886056648,0.0459,-1.338082648
PDR_INFANT,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.23,0,0.002,2.00E-10,-6.638272164,-9.698970004,0.0459,-1.338082648
FLAV_COLOR,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.24,0,0.012,1.20E-09,-6.619788758,-8.920818754,0.0476,-1.322381272
PDR_WHEY,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.24,0,0.011,1.10E-09,-6.619788758,-8.958607315,0.0476,-1.322381272
CEREAL_PRD,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.24,0,0.004,4.00E-10,-6.619788758,-9.397940009,0.0476,-1.322381272
SRM Matrix,Biotin,,VIB701,MG_P_KG,Interim Precision,IRM001,0.25,0,0.038,3.80E-09,-6.602059991,-8.420216403,0.0493,-1.30732095
PDR_FCMP,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,0.25,0,0.031,3.10E-09,-6.602059991,-8.508638306,0.0493,-1.30732095
PACK_MEALS,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.25,0,0.007,7.00E-10,-6.602059991,-9.15490196,0.0493,-1.30732095
CEREAL_PRD,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,0.25,0,0.005,5.00E-10,-6.602059991,-9.301029996,0.0493,-1.30732095
PDR_MILK,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.25,0,0.003,3.00E-10,-6.602059991,-9.522878745,0.0493,-1.30732095
PDR_SMP,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,0.26,0,0.024,2.40E-09,-6.585026652,-8.619788758,0.0510,-1.292851384
SRM Matrix,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,IRM001A_MW,0.26,0,0.008,8.00E-10,-6.585026652,-9.096910013,0.0510,-1.292851384
SRM Matrix,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,IRM001A_CL,0.26,0,0.006,6.00E-10,-6.585026652,-9.22184875,0.0510,-1.292851384
